,Title,Year,Source,Authors,Class,topic
144,Can Semantic Labels Assist Self-Supervised Visual Representation Learning?,2022,AAAI,"Longhui Wei, Lingxi Xie, Jianzhong He, xiaopeng zhang, Qi Tian",MAIN TRACK,zero_few-shot/representation
145,Multi-Agent Incentive Communication via Decentralized Teammate Modeling,2022,AAAI,"Lei Yuan, Jianhao Wang, Fuxiang Zhang, Chenghe Wang, Zongzhang Zhang, Yang Yu, Chongjie Zhang",MAIN TRACK,reinforcement learning/multi-agent
146,Multi-Relational Graph Representation Learning with Bayesian Gaussian Process Network,2022,AAAI,"Guanzheng Chen, Jinyuan Fang, Zaiqiao Meng, Qiang Zhang, Shangsong Liang",MAIN TRACK,graph/representation/bayesian
147,Modification-Fair Cluster Editing,2022,AAAI,"Vincent Froese, Leon Kellerhals, Rolf Niedermeier",MAIN TRACK,
148,The Complexity of Learning Approval-Based Multiwinner Voting Rules,2022,AAAI,"Ioannis Caragiannis, Karl Fehrs",MAIN TRACK,
149,Two-Stage Octave Residual Network for End-to-End Image Compression,2022,AAAI,"Fangdong Chen, Yumeng Xu, Li Wang",MAIN TRACK,
150,Meta Faster R-CNN: Towards Accurate Few-Shot Object Detection with Attentive Feature Alignment,2022,AAAI,"Guangxing Han, Shiyuan Huang, Jiawei Ma, Yicheng He, Shih-Fu Chang",MAIN TRACK,meta-learning
151,Path-Specific Objectives for Safer Agent Incentives,2022,AAAI,"Sebastian Farquhar, Ryan Carey, Tom Everitt",MAIN TRACK,reinforcement learning
152,Backdoor Attacks on the DNN Interpretation System,2022,AAAI,"Shihong Fang, Anna Choromanska",MAIN TRACK,
153,SMINet: State-Aware Multi-Aspect Interests Representation Network for Cold-Start Users Recommendation,2022,AAAI,"Wanjie Tao, Yu Li, Liangyue Li, Zulong Chen, Hong Wen, Peilin Chen, Tingting Liang, Quan Lu",MAIN TRACK,representation
154,Self-Training Multi-Sequence Learning with Transformer for Weakly Supervised Video Anomaly Detection,2022,AAAI,"Shuo Li, Fang Liu, Licheng Jiao",MAIN TRACK,zero_few-shot/transformer
155,An Interactive Explanatory AI System for Industrial Quality Control,2022,AAAI,"Dennis M√ºller, Michael M√§rz, Stephan Scheele, Ute Schmid",MAIN TRACK,active learning
156,Deep Neural Networks Learn Meta-Structures from Noisy Labels in Semantic Segmentation,2022,AAAI,"Yaoru Luo, Guole Liu, Yuanhao Guo, Ge Yang",MAIN TRACK,meta-learning/segmentation
157,Incorporating Constituent Syntax for Coreference Resolution,2022,AAAI,"Fan Jiang, Trevor Cohn",MAIN TRACK,
158,Efficient Model-Driven Network for Shadow Removal,2022,AAAI,"Yurui Zhu, Zeyu Xiao, Yanchi Fang, Xueyang Fu, Zhiwei Xiong, Zheng-Jun Zha",MAIN TRACK,
159,Split Moves for Monte-Carlo Tree Search,2022,AAAI,"Jakub Kowalski, Maksymilian Mika, Wojciech Pawlik, Jakub Sutowicz, Marek Szykuła, Mark H. M. Winands",MAIN TRACK,
160,SCAN: Cross Domain Object Detection with Semantic Conditioned Adaptation,2022,AAAI,"Wuyang Li, Xinyu Liu, Xiwen Yao, Yixuan YUAN",MAIN TRACK,
161,Deep Implicit Statistical Shape Models for 3D Medical Image Delineation,2022,AAAI,"Ashwin Raju, Shun Miao, Dakai Jin, Le Lu, Junzhou Huang, Adam P. Harrison",MAIN TRACK,
162,Debiased Batch Normalization via Gaussian Process for Generalizable Person Re-Identification,2022,AAAI,"Jiawei Liu, Zhipeng Huang, Liang Li, Kecheng Zheng, Zheng-Jun Zha",MAIN TRACK,
163,Contrastive Personalization Approach to Suspect Identification (Student Abstract),2022,AAAI,"Devansh Gupta, Drishti Bhasin, Sarthak Bhagat, Shagun Uppal, Ponnurangam Kumaraguru, Rajiv Ratn Shah",STUDENT ABSTRACT AND POSTER PROGRAM,contrastive learning
164,Contrastive Instruction-Trajectory Learning for Vision-Language Navigation,2022,AAAI,"Xiwen Liang, Fengda Zhu, Yi Zhu, Bingqian Lin, Bing Wang, Xiaodan Liang",MAIN TRACK,contrastive learning
165,Top-Down Deep Clustering with Multi-Generator GANs,2022,AAAI,"Daniel de Mello, Renato Assunção, Fabricio Murai",MAIN TRACK,
166,Controlling Underestimation Bias in Reinforcement Learning via Quasi-Median Operation,2022,AAAI,"Wei Wei, Yujia Zhang, Jiye Liang, Lin Li, Yuze Li",MAIN TRACK,reinforcement learning
167,Attacking Video Recognition Models with Bullet-Screen Comments,2022,AAAI,"Kai Chen, Zhipeng Wei, Jingjing Chen, Zuxuan Wu, Yu-Gang Jiang",MAIN TRACK,
168,Learning to Identify Top Elo Ratings with A Dueling Bandits Approach,2022,AAAI,"Xue Yan, Yali Du, Binxin Ru, Jun Wang, Haifeng Zhang, Xu Chen",MAIN TRACK,
169,Learning to Solve Routing Problems via Distributionally Robust Optimization,2022,AAAI,"Yuan Jiang, Yaoxin Wu, Zhiguang Cao, Jie Zhang",MAIN TRACK,optimization
170,Universal and Tight Online Algorithms for Generalized-Mean Welfare,2022,AAAI,"Siddharth Barman, Arindam Khan, Arnab Maiti",MAIN TRACK,online learning
171,VAST: The Valence-Assessing Semantics Test for Contextualizing Language Models,2022,AAAI,"Robert Wolfe, Aylin Caliskan",MAIN TRACK,
172,Policy Optimization with Stochastic Mirror Descent,2022,AAAI,"Long Yang, Yu Zhang, Gang Zheng, Qian Zheng, Pengfei Li, Jianhang Huang, Gang Pan",MAIN TRACK,optimization
173,First-Order Convex Fitting and Its Application to Economics and Optimization,2022,AAAI,"Quinlan Dawkins, Minbiao Han, Haifeng Xu",MAIN TRACK,optimization
174,Prototype-Based Explanations for Graph Neural Networks (Student Abstract),2022,AAAI,"Yong-Min Shin, Sun-Woo Kim, Eun-Bi Yoon, Won-Yong Shin",STUDENT ABSTRACT AND POSTER PROGRAM - FINALIST,graph
175,Graph Pointer Neural Networks,2022,AAAI,"Tianmeng Yang, Yujing Wang, Zhihan Yue, Yaming Yang, Yunhai Tong, Jing Bai",MAIN TRACK,graph
176,Active Learning on Pre-Trained Language Model with Task-Independent Triplet Loss,2022,AAAI,"Seungmin Seo, Donghyun Kim, Youbin Ahn, Kyong-Ho Lee",MAIN TRACK,active learning
177,Accurate and Scalable Gaussian Processes for Fine-Grained Air Quality Inference,2022,AAAI,"Zeel B Patel, Palak Purohit, Harsh Patel, Shivam Sahni, Nipun Batra",AI FOR SOCIAL IMPACT TRACK,inference
178,ER: Equivariance Regularizer for Knowledge Graph Completion,2022,AAAI,"Zongsheng Cao, Qianqian Xu, Zhiyong Yang, Qingming Huang",MAIN TRACK,graph
179,Homomorphisms of Lifted Planning Tasks: The Case for Delete-Free Relaxation Heuristics,2022,AAAI,"Rostislav Horčík, Daniel Fišer, Alvaro Torralba",MAIN TRACK,
180,Subspace Differential Privacy,2022,AAAI,"Jie Gao, Ruobin Gong, Fang-Yi Yu",MAIN TRACK,
181,Field Study in Deploying Restless Multi-Armed Bandits: Assisting Non-Profits in Improving Maternal and Child Health,2022,AAAI,"Aditya Mate, Lovish Madaan, Aparna Taneja, Neha Madhiwalla, Shresth Verma, Gargi Singh, Aparna Hegde, Pradeep Varakantham, Milind Tambe",AI FOR SOCIAL IMPACT TRACK,
182,Lifelong Hyper-Policy Optimization with Multiple Importance Sampling Regularization,2022,AAAI,"Pierre Liotet, Francesco Vidaich, Alberto Maria Metelli, Marcello Restelli",MAIN TRACK,optimization
183,INDEPROP: Information-Preserving De-propagandization of News Articles (Student Abstract),2022,AAAI,"Aaryan Bhagat, Faraaz Mallick, Neel Karia, Ayush Kaushal",STUDENT ABSTRACT AND POSTER PROGRAM,
184,Naming the Most Anomalous Cluster in Hilbert Space for Structures with Attribute Information,2022,AAAI,"Janis Kalofolias, Jilles Vreeken",MAIN TRACK,transformer
185,CQA-Face: Contrastive Quality-Aware Attentions for Face Recognition,2022,AAAI,"Qiangchang Wang, Guodong Guo",MAIN TRACK,transformer/contrastive learning
186,Learning to Detect 3D Facial Landmarks via Heatmap Regression with Graph Convolutional Network,2022,AAAI,"Yuan Wang, Min Cao, Zhenfeng Fan, Silong Peng",MAIN TRACK,graph
187,The Perils of Learning Before Optimizing,2022,AAAI,"Chris Cameron, Jason Hartford, Taylor Lundy, Kevin Leyton-Brown",MAIN TRACK,
188,Learning Adversarial Markov Decision Processes with Delayed Feedback,2022,AAAI,"Tal Lancewicki, Aviv Rosenberg, Yishay Mansour",MAIN TRACK,
189,Random Mapping Method for Large-Scale Terrain Modeling,2022,AAAI,"Xu Liu, Decai Li, Yuqing He",MAIN TRACK,
190,Gradient Based Activations for Accurate Bias-Free Learning,2022,AAAI,"Vinod K. Kurmi, Rishabh Sharma, Yash Vardhan Sharma, Vinay P Namboodiri",MAIN TRACK,
191,KerGNNs: Interpretable Graph Neural Networks with Graph Kernels,2022,AAAI,"Aosong Feng, Chenyu You, Shiqiang Wang, Leandros Tassiulas",MAIN TRACK,graph
192,Pizza Sharing is PPA-Hard,2022,AAAI,"Argyrios Deligkas, John Fearnley, Themistoklis Melissourgos",MAIN TRACK,
193,ACGNet: Action Complement Graph Network for Weakly-Supervised Temporal Action Localization,2022,AAAI,"Zichen Yang, Jie Qin, Di Huang",MAIN TRACK,graph/zero_few-shot
194,Event-Image Fusion Stereo Using Cross-Modality Feature Propagation,2022,AAAI,"Hoonhee Cho, Kuk-Jin Yoon",MAIN TRACK,
195,Mind the Gap: Cross-Lingual Information Retrieval with Hierarchical Knowledge Enhancement,2022,AAAI,"Fuwei Zhang, Zhao Zhang, Xiang Ao, Dehong Gao, Fuzhen Zhuang, Yi Wei, Qing He",MAIN TRACK,
196,Are Vision-Language Transformers Learning Multimodal Representations? A Probing Perspective.,2022,AAAI,"Emmanuelle Salin, Badreddine Farah, Stéphane Ayache, Benoit Favre",MAIN TRACK,transformer/representation/multimodal
197,InteractEva: A Simulation-Based Evaluation Framework for Interactive AI Systems,2022,AAAI,"Yannis Katsis, Maeda F. Hanafi, Mart√≠n Santill√°n Cooper, Yunyao Li",DEMONSTRATIONS,active learning
198,End-to-End Line Drawing Vectorization,2022,AAAI,"Hanyuan Liu, Chengze Li, Xueting Liu, Tien-Tsin Wong",MAIN TRACK,
199,Demystifying Why Local Aggregation Helps: Convergence Analysis of Hierarchical SGD,2022,AAAI,"Jiayi Wang, Shiqiang Wang, Rong-Rong Chen, Mingyue Ji",MAIN TRACK,
200,Safe Online Convex Optimization with Unknown Linear Safety Constraints,2022,AAAI,"Sapana Chaudhary, Dileep Kalathil",MAIN TRACK,optimization/online learning
201,InfoLM: A New Metric to Evaluate Summarization & Data2Text Generation,2022,AAAI,"Pierre Colombo, Chloé Clavel, Pablo Piantanida",MAIN TRACK,generative model/metric
202,GearNet: Stepwise Dual Learning for Weakly Supervised Domain Adaptation,2022,AAAI,"Renchunzi Xie, Hongxin Wei, Lei Feng, Bo An",MAIN TRACK,zero_few-shot
203,ValueNet: A New Dataset for Human Value Driven Dialogue System,2022,AAAI,"Liang Qiu, Yizhou Zhao, Jinchao Li, Pan Lu, Baolin Peng, Jianfeng Gao, Song-Chun Zhu",MAIN TRACK,
204,UNISON: Unpaired Cross-Lingual Image Captioning,2022,AAAI,"Jiahui Gao, Yi Zhou, Philip L. H. Yu, Shafiq Joty, Jiuxiang Gu",MAIN TRACK,
205,On Testing for Discrimination Using Causal Models,2022,AAAI,"Hana Chockler, Joseph Y. Halpern",MAIN TRACK,
206,NAREOR: The Narrative Reordering Problem,2022,AAAI,"Varun Gangal, Steven Y. Feng, Malihe Alikhani, Teruko Mitamura, Eduard Hovy",MAIN TRACK,
207,DeTarNet: Decoupling Translation and Rotation by Siamese Network for Point Cloud Registration,2022,AAAI,"Zhi Chen, Fan Yang, Wenbing Tao",MAIN TRACK,
208,Idiomatic Expression Paraphrasing without Strong Supervision,2022,AAAI,"Jianing Zhou, Ziheng Zeng, Hongyu Gong, Suma Bhat",MAIN TRACK,
209,Online Missing Value Imputation and Change Point Detection with the Gaussian Copula,2022,AAAI,"Yuxuan Zhao, Eric Landgrebe, Eliot Shekhtman, Madeleine Udell",MAIN TRACK,online learning
210,Local Differential Privacy for Belief Functions,2022,AAAI,"Qiyu Li, Chunlai Zhou, Biao Qin, Zhiqiang Xu",MAIN TRACK,
211,Exploiting Mixed Unlabeled Data for Detecting Samples of Seen and Unseen Out-of-Distribution Classes,2022,AAAI,"Yi-Xuan Sun, Wei Wang",MAIN TRACK,
212,An Ontological Approach towards Automatic Creation of Infographics from Formal Text (Student Abstract),2022,AAAI,"Devin Garg, Tanuj Agarwal, Chiranjoy Chattopadhyay",STUDENT ABSTRACT AND POSTER PROGRAM,graph
213,Reducing Flipping Errors in Deep Neural Networks,2022,AAAI,"Xiang Deng, Xiao Yun, Bo Long, Zhongfei Zhang",MAIN TRACK,
214,ASM2TV: An Adaptive Semi-Supervised Multi-Task Multi-View Learning Framework for Human Activity Recognition,2022,AAAI,"Zekai Chen, Xiao Zhang, Xiuzhen Cheng",MAIN TRACK,adaptive/multi-task/multi-view
215,Neighborhood-Adaptive Structure Augmented Metric Learning,2022,AAAI,"Pandeng Li, Yan Li, Hongtao Xie, Lei Zhang",MAIN TRACK,adaptive/metric/augmentation
216,JFB: Jacobian-Free Backpropagation for Implicit Networks,2022,AAAI,"Samy Wu Fung, Howard Heaton, Qiuwei Li, Daniel Mckenzie, Stanley Osher, Wotao Yin",MAIN TRACK,
217,Interpretable Low-Resource Legal Decision Making,2022,AAAI,"Rohan Bhambhoria, Hui Liu, Dahan Samuel, Xiaodan Zhu",AI FOR SOCIAL IMPACT TRACK,zero_few-shot
218,Pan-Sharpening with Customized Transformer and Invertible Neural Network,2022,AAAI,"man zhou, Jie Huang, Yanchi Fang, Xueyang Fu, Aiping Liu",MAIN TRACK,transformer
219,Out of Distribution Data Detection Using Dropout Bayesian Neural Networks,2022,AAAI,"Andre T. Nguyen, Fred Lu, Gary Lopez Munoz, Edward Raff, Charles Nicholas, James Holt",MAIN TRACK,bayesian
220,Achieving Long-Term Fairness in Sequential Decision Making,2022,AAAI,"Yaowei Hu, Lu Zhang",MAIN TRACK,
221,LaSSL: Label-Guided Self-Training for Semi-Supervised Learning,2022,AAAI,"Zhen Zhao, Luping Zhou, Lei Wang, Yinghuan Shi, Yang Gao",MAIN TRACK,
222,Regularized Modal Regression on Markov-Dependent Observations: A Theoretical Assessment,2022,AAAI,"Tieliang Gong, Yuxin Dong, Hong Chen, Wei Feng, Bo Dong, Chen Li",MAIN TRACK,
223,Unsupervised Domain Adaptive Salient Object Detection Through Uncertainty-Aware Pseudo-Label Learning,2022,AAAI,"Pengxiang Yan, Ziyi Wu, Mengmeng Liu, Kun Zeng, Liang Lin, Guanbin Li",MAIN TRACK,adaptive
224,FPAdaMetric: False-Positive-Aware Adaptive Metric Learning for Session-Based Recommendation,2022,AAAI,"Jongwon Jeong, Jeong Choi, Hyunsouk Cho, Sehee Chung",MAIN TRACK,adaptive/metric
225,Conditional Synthetic Data Generation for Robust Machine Learning Applications with Limited Pandemic Data,2022,AAAI,"Hari Prasanna Das , Ryan Tran, Japjot Singh, Xiangyu Yue, Geoff Tison, Alberto Sangiovanni-Vincentelli, Costas J. Spanos",AI FOR SOCIAL IMPACT TRACK,generative model
226,Efficient Riemannian Meta-Optimization by Implicit Differentiation,2022,AAAI,"Xiaomeng Fan, Yuwei Wu*, Zhi Gao, Yunde Jia, Mehrtash Harandi",MAIN TRACK,optimization/meta-learning
227,JPV-Net: Joint Point-Voxel Representations for Accurate 3D Object Detection,2022,AAAI,"Nan Song, TianYuan Jiang, Jian Yao",MAIN TRACK,representation
228,Learning to Predict 3D Lane Shape and Camera Pose from a Single Image via Geometry Constraints,2022,AAAI,"Ruijin Liu, Dapeng Chen, Zejian Yuan, Tie Liu, Zhiliang Xiong",MAIN TRACK,optimization
229,A Hybrid Causal Structure Learning Algorithm for Mixed-Type Data,2022,AAAI,"Yan Li, Rui Xia, Chunchen Liu, Liang Sun",MAIN TRACK,
230,Task-Level Self-Supervision for Cross-Domain Few-Shot Learning,2022,AAAI,"Wang Yuan, Zhizhong Zhang, Cong Wang, Haichuan Song, Yuan Xie, Lizhuang Ma",MAIN TRACK,zero_few-shot
231,Sufficient Reasons for Classifier Decisions in the Presence of Domain Constraints,2022,AAAI,"Niku Gorji, Sasha Rubin",MAIN TRACK,optimization
232,Behind the Curtain: Learning Occluded Shapes for 3D Object Detection,2022,AAAI,"Qiangeng Xu, Yiqi Zhong, Ulrich Neumann",MAIN TRACK,
233,Automatic Slides Generation for Scholarly Papers: A Fine-Grained Dataset and Baselines (Student Abstract),2022,AAAI,"Sheng Xu, Xiaojun Wan",STUDENT ABSTRACT AND POSTER PROGRAM,generative model
234,Semantic Self-Segmentation for Abstractive Summarization of Long Legal Documents in Low-Resource Regimes,2022,AAAI,"Gianluca Moro, Luca Ragazzi",MAIN TRACK,zero_few-shot/active learning/segmentation
235,An Adversarial Framework for Generating Unseen Images by Activation Maximization,2022,AAAI,"Yang Zhang, Wang Zhou, Gaoyuan Zhang, David Cox, Shiyu Chang",MAIN TRACK,
236,Multi-Unit Auction in Social Networks with Budgets,2022,AAAI,"Mingyu Xiao, Yuchao Song, Bakh Khoussainov",MAIN TRACK,
237,Planning with Participation Constraints,2022,AAAI,"Hanrui Zhang, Yu Cheng, Vincent Conitzer",MAIN TRACK,optimization
238,Close the Loop: A Unified Bottom-up and Top-down Paradigm for Joint Image Deraining and Segmentation,2022,AAAI,"Yi Li, Yi Chang, Changfeng Yu, Luxin Yan",MAIN TRACK,segmentation
239,FINet: Dual Branches Feature Interaction for Partial-to-Partial Point Cloud Registration,2022,AAAI,"Hao Xu, Nianjin Ye, Guanghui Liu, Bing Zeng, Shuaicheng Liu, Megvii*",MAIN TRACK,
240,Augmentation-Free Self-Supervised Learning on Graphs,2022,AAAI,"Namkyeong Lee, Junseok Lee, Chanyoung Park",MAIN TRACK,graph/zero_few-shot/augmentation
241,A Trend-Driven Fashion Design System for Rapid Response Marketing in E-commerce,2022,AAAI,"Lianghua Huang, Yu Liu, Bin Wang, Pan Pan, Rong Jin",DEMONSTRATIONS,
242,Iterative Contrast-Classify for Semi-Supervised Temporal Action Segmentation,2022,AAAI,"Dipika Singhania, Rahul Rahaman, Angela Yao",MAIN TRACK,segmentation
243,Efficient Algorithms for General Isotone Optimization,2022,AAAI,"Xiwen Wang, Jiaxi Ying, José Vinícius de M. Cardoso , Daniel P. Palomar",MAIN TRACK,optimization
244,DuMLP-Pin: A Dual-MLP-Dot-Product Permutation-Invariant Network for Set Feature Extraction,2022,AAAI,"Jiajun Fei, Ziyu Zhu, Wenlei Liu, Zhidong Deng, Mingyang Li, Huanjun Deng, Shuo Zhang",MAIN TRACK,
245,Role of Human-AI Interaction in Selective Prediction,2022,AAAI,"Elizabeth Bondi, Raphael Koster, Hannah Sheahan, Martin Chadwick, Yoram Bachrach, Taylan Cemgil, Ulrich Paquet, Krishnamurthy (Dj) Dvijotham",MAIN TRACK,
246,Reinforcement Learning based Dynamic Model Combination for Time Series Forecasting,2022,AAAI,"Yuwei Fu, Di Wu, Benoit Boulet",MAIN TRACK,reinforcement learning
247,Random Tensor Theory for Tensor Decomposition,2022,AAAI,"Mohamed Ouerfelli, Mohamed Tamaazousti, Vincent Rivasseau",MAIN TRACK,
248,Training Robust Deep Models for Time-Series Domain: Novel Algorithms and Theoretical Analysis,2022,AAAI,"Taha Belkhouja, Yan Yan, Janardhan Rao Doppa",MAIN TRACK,
249,No Task Left Behind: Multi-Task Learning of Knowledge Tracing and Option Tracing for Better Student Assessment,2022,AAAI,"Suyeong An, Junghoon Kim, Minsam Kim, Juneyoung Park",MAIN TRACK,multi-task
250,Unifying Model Explainability and Robustness for Joint Text Classification and Rationale Extraction,2022,AAAI,"Dongfang Li, Baotian Hu, Qingcai Chen, Tujie Xu, Jingcong Tao, Yunan Zhang",MAIN TRACK,
251,CEM: Commonsense-Aware Empathetic Response Generation,2022,AAAI,"Sahand Sabour, Chujie Zheng, Minlie Huang",MAIN TRACK,generative model
252,PrivateMail: Supervised Manifold Learning of Deep Features with Privacy for Image Retrieval,2022,AAAI,"Praneeth Vepakomma, Julia Balla, Ramesh Raskar",MAIN TRACK,
253,Towards Ultra-Resolution Neural Style Transfer via Thumbnail Instance Normalization,2022,AAAI,"Zhe Chen, Wenhai Wang, Enze Xie, Tong Lu, Ping Luo",MAIN TRACK,transfer learning
254,Extended Goal Recognition Design with First-Order Computation Tree Logic,2022,AAAI,Tsz-Chiu Au,MAIN TRACK,
255,A Provably-Efficient Model-Free Algorithm for Infinite-Horizon Average-Reward Constrained Markov Decision Processes,2022,AAAI,"Honghao Wei, Xin Liu, Lei Ying",MAIN TRACK,optimization
256,"Authentic Integration of Ethics and AI through Sociotechnical, Problem-Based Learning",2022,AAAI,"Ari Krakowski, Eric Greenwald, Tim Hurt, Brandie Nonnecke, Matthew Cannady",MAIN TRACK,
257,Distinguishing Homophenes Using Multi-Head Visual-Audio Memory for Lip Reading,2022,AAAI,"Minsu Kim, Jeong Hun Yeo, Yong Man Ro",MAIN TRACK,
258,Shrub Ensembles for Online Classification,2022,AAAI,"Sebastian Buschjäger, Sibylle Hess, Katharina Morik",MAIN TRACK,online learning
259,Bridging the Gap: Using Deep Acoustic Representations to Learn Grounded Language from Percepts and Raw Speech,2022,AAAI,"Gaoussou Youssouf Kebe, Luke E. Richards, Edward Raff, Francis Ferraro, Cynthia Matuszek",MAIN TRACK,representation
260,H^2-MIL: Exploring Hierarchical Representation with Heterogeneous Multiple Instance Learning for Whole Slide Image Analysis,2022,AAAI,"Wentai Hou, Lequan Yu, Chengxuan Lin, Helong Huang, Rongshan Yu, Jing Qin, Liansheng Wang",MAIN TRACK,representation
261,SWWS: A Smart Wildlife Warning Sign System,2022,AAAI,Alan Ma,DEMONSTRATIONS,
262,Batch Active Learning with Graph Neural Networks via Multi-Agent Deep Reinforcement Learning,2022,AAAI,"Yuheng Zhang, Hanghang Tong, Yinglong Xia, Yan Zhu, Yuejie Chi, Lei Ying",MAIN TRACK,reinforcement learning/graph/active learning/multi-agent
