Title,Year,Source,Authors,Class
Creativity of AI: Automatic Symbolic Option Discovery for Facilitating Deep Reinforcement Learning,2022,AAAI,"Mu Jin, Zhihao Ma, Kebing Jin, Hankz Hankui Zhuo, Chen Chen, Chao Yu",MAIN TRACK
Suppressing Static Visual Cues via Normalizing Flows for Self-Supervised Video Representation Learning,2022,AAAI,"Manlin Zhang, Jinpeng Wang, Andy J Ma",MAIN TRACK
COVID-EENet: Predicting Fine-Grained Impact of COVID-19 on Local Economies,2022,AAAI,"Doyoung Kim, Hyangsuk Min, Youngeun Nam, Hwanjun Song, Susik Yoon, Minseok Kim, Jae-Gil Lee",AI FOR SOCIAL IMPACT TRACK
Generalized Dynamic Cognitive Hierarchy Models for Strategic Driving Behavior,2022,AAAI,"Atrisha Sarkar, Kate Larson, Krzysztof Czarnecki",MAIN TRACK
STDEN: Towards Physics-Guided Neural Networks for Traffic Flow Prediction,2022,AAAI,"Jiahao Ji, Jingyuan Wang, Zhe Jiang, Jiawei Jiang, hu zhang",MAIN TRACK
Decision-Dependent Risk Minimization in Geometrically Decaying Dynamic Environments,2022,AAAI,"Mitas Ray, Lillian J. Ratliff, Dmitriy Drusvyatskiy, Maryam Fazel",MAIN TRACK
Automatic Product Copywriting for E-commerce,2022,AAAI,"Xueying Zhang, Yanyan Zou, Hainan Zhang, Jing Zhou, Shiliang Diao, Jiajia Chen, Zhuoye Ding, Zhen He, Xueqi He, Yun Xiao, Bo Long, Han Yu, Lingfei Wu",MAIN TRACK
Knowledge Compilation Meets Logical Separability,2022,AAAI,"Junming Qiu, Wenqing Li, Zhanhao Xiao, Quanlong Guan, Liangda Fang, Zhao-Rong Lai, Qian Dong",MAIN TRACK
Is Discourse Role Important for Emotion Recognition in Conversation?,2022,AAAI,"Donovan Ong, Jian Su, Bin Chen, Anh Tuan Luu, Ashok Narendranath, Yue Li, Shuqi Sun, Yingzhan Lin, Haifeng Wang",MAIN TRACK
SimSR: Simple Distance-Based State Representations for Deep Reinforcement Learning,2022,AAAI,"Hongyu Zang, Xin Li, Mingzhong Wang",MAIN TRACK
Sharp Analysis of Random Fourier Features in Classification,2022,AAAI,Zhu Li,MAIN TRACK
The Secretary Problem with Competing Employers on Random Edge Arrivals,2022,AAAI,"Xiaohui Bei, Shengyu Zhang",MAIN TRACK
Sentence Simplification Capabilities of Transfer-Based Models,2022,AAAI,"Sanja Štajner, Kim Cheng Sheang, Horacio Saggion",AI FOR SOCIAL IMPACT TRACK
Deep Reinforcement Learning Policies Learn Shared Adversarial Features Across MDPs,2022,AAAI,Ezgi Korkmaz,MAIN TRACK
Learning the Dynamics of Visual Relational Reasoning via Reinforced Path Routing,2022,AAAI,"Chenchen Jing, Yunde Jia, Yuwei WUBIT), China)*Beijing Institute of Technology)University of Adelaide)",MAIN TRACK
Measuring Students‚Äô Engagement with Digital Interactive Textbooks by Analyzing Clickstream Data,2022,AAAI,Breanne Crockett,UNDERGRADUATE CONSORTIUM
FORCE: A Framework of Rule-Based Conversational Recommender System,2022,AAAI,"Jun Quan, Ze Wei, Qiang Gan, Jingqi Yao, Jingyi Lu, Yuchen Dong, Yiming Liu, Yi Zeng, Chao Zhang, Yongzhi Li, Huang Hu, Yingying He, Yang Yang, Daxin Jiang",DEMONSTRATIONS
Image-Adaptive YOLO for Object Detection in Adverse Weather Conditions,2022,AAAI,"Wenyu Liu, Gaofeng Ren, Runsheng Yu, Shi Guo, Jianke Zhu, Lei Zhang",MAIN TRACK
Learning Influence Adoption in Heterogeneous Networks,2022,AAAI,"Vincent Conitzer, Debmalya Panigrahi, Hanrui Zhang",MAIN TRACK
Socially Intelligent Affective AI,2022,AAAI,Aarti Malhotra,DOCTORAL CONSORTIUM
MetaNODE: Prototype Optimization as a Neural ODE for Few-Shot Learning,2022,AAAI,"Baoquan Zhang, Xutao Li, Shanshan Feng, Yunming Ye, Rui Ye",MAIN TRACK
The Bullets Puzzle: A Paper-and-Pencil Minesweeper,2022,AAAI,"Todd Neller, Hien Tran",MAIN TRACK
HiTKG: Towards Goal-Oriented Conversations via Multi-Hierarchy Learning,2022,AAAI,"Jinjie Ni, Vlad Pandelea, Tom Young, Haicang Zhou, Erik Cambria",MAIN TRACK
Solving Visual Analogies Using Neural Algorithmic Reasoning (Student Abstract),2022,AAAI,"Atharv Sonwane, Gautam Shroff, Lovekesh Vig, Ashwin Srinivasan, Tirtharaj Dash",STUDENT ABSTRACT AND POSTER PROGRAM - FINALIST
Annotation Cost-Sensitive Deep Active Learning with Limited Data (Student Abstract),2022,AAAI,"Renaud Bernatchez, Audrey Durand, Flavie Lavoie-Cardinal",STUDENT ABSTRACT AND POSTER PROGRAM - FINALIST
Deep Incomplete Multi-View Clustering via Mining Cluster Complementarity,2022,AAAI,"Jie Xu, Chao Li, Yazhou Ren, Liang M Peng, Yujie Mo, Xiaoshuang Shi, Xiaofeng Zhu",MAIN TRACK
Optimizing Global Influenza Surveillance for Locations with Deficient Data (Student Abstract),2022,AAAI,"Songwei Shan, Qi Tan, Yiu Chung Lau, Zhanwei Du, Eric H.Y. Lau, Peng Wu, Benjamin J. Cowling",STUDENT ABSTRACT AND POSTER PROGRAM
A Nested Bi-Level Optimization Framework for Robust Few Shot Learning,2022,AAAI,"Krishnateja Killamsetty, Changbin Li, Chen Zhao, Feng Chen, Rishabh Iyer",MAIN TRACK
AI-Assisted Controls Change Management for Cybersecurity in the Cloud,2022,AAAI,"Harshal Tupsamudre, Arun Kumar, Vikas Agarwal, Nisha Gupta, Sneha Mondal",MAIN TRACK
Learning the Physics of Particle Transport via Transformers,2022,AAAI,"Oscar Pastor-Serrano, Zoltán Perkó",AI FOR SOCIAL IMPACT TRACK
Almost Full EFX Exists for Four Agents,2022,AAAI,"Ben Berger, Avi Cohen, Michal Feldman, Amos Fiat",MAIN TRACK
PESTO: Switching Point Based Dynamic and Relative Positional Encoding for Code-Mixed Languages (Student Abstract),2022,AAAI,"Mohsin Ali, Sai Teja Kandukuri, Sumanth Manduru, Parth Patwa, Amitava Das",STUDENT ABSTRACT AND POSTER PROGRAM
Using Sampling to Estimate and Improve Performance of Automated Scoring Systems with Guarantees,2022,AAAI,"Yaman Kumar, Sriram Krishna, Rajiv Ratn Shah, Changyou Chen",STUDENT ABSTRACT AND POSTER PROGRAM
Graph Transplant: Node Saliency-Guided Graph Mixup with Local Structure Preservation,2022,AAAI,"Joonhyung Park, Hajin Shim, Eunho Yang",MAIN TRACK
Fast Monte-Carlo Approximation of the Attention Mechanism,2022,AAAI,"Hyunjun Kim, JeongGil Ko",MAIN TRACK
Unsupervised Reinforcement Learning in Multiple Environments,2022,AAAI,"Mirco Mutti, Mattia Mancassola, Marcello Restelli",MAIN TRACK
Towards To-a-T Spatio-Temporal Focus for Skeleton-Based Action Recognition,2022,AAAI,"Lipeng Ke, Kuan-Chuan Peng, Siwei Lyu",MAIN TRACK
TS2Vec: Towards Universal Representation of Time Series,2022,AAAI,"Zhihan Yue, Yujing Wang, Juanyong Duan, Tianmeng Yang, Congrui Huang, Yunhai Tong, Bixiong Xu",MAIN TRACK
Lifelong Generative Modelling Using Dynamic Expansion Graph Model,2022,AAAI,"Fei Ye, Adrian G. Bors",MAIN TRACK
Enhanced Story Comprehension for Large Language Models through Dynamic Document-Based Knowledge Graphs,2022,AAAI,"Berkeley Andrus, Yeganeh Nasiri, Jay Cui, Ben Cullen, Nancy Fulda",MAIN TRACK
Entropy Estimation via Normalizing Flow,2022,AAAI,"Ziqiao Ao, Jinglai Li",MAIN TRACK
Conditional Collaborative Filtering Process for Top-K Recommender System (Student Abstract),2022,AAAI,"Guanyu Wang, Xovee Xu, Ting Zhong, Fan Zhou",STUDENT ABSTRACT AND POSTER PROGRAM
Neighborhood Consensus Contrastive Learning for Backward-Compatible Representation,2022,AAAI,"Shengsen Wu, Liang Chen, Yihang Lou, Yan Bai, Tao Bai, Minghua Deng, Ling-yu Duan",MAIN TRACK
Boosting the Transferability of Video Adversarial Examples via Temporal Translation,2022,AAAI,"Zhipeng Wei, Jingjing Chen, Zuxuan Wu, Yu-Gang Jiang",MAIN TRACK
Self-Adaptive Imitation Learning: Learning Tasks with Delayed Rewards from Sub-Optimal Demonstrations,2022,AAAI,"Zhuangdi Zhu, Kaixiang Lin, Bo Dai, Jiayu Zhou",MAIN TRACK
The Computational Gauntlet of Human-Like Learning,2022,AAAI,Pat Langley,SENIOR MEMBER PRESENTATION TRACK - BLUE SKY
Domain Disentangled Generative Adversarial Network for Zero-Shot Sketch-Based 3D Shape Retrieval,2022,AAAI,"Rui Xu, Zongyan Han, Le Hui, Jianjun Qian, Jin Xie",MAIN TRACK
Unsupervised Anomaly Detection by Robust Density Estimation,2022,AAAI,"Boyang Liu, Pang-Ning Tan, Jiayu Zhou",MAIN TRACK
Learning Space-Time Crop Yield Patterns with Zigzag Persistence-Based LSTM: Toward More Reliable Digital Agriculture Insurance,2022,AAAI,"Tian Jiang, Meichen Huang, Ignacio Segovia-Dominguez, Nathaniel Newlands, Yulia Gel",MAIN TRACK
OneRel: Joint Entity and Relation Extraction with One Module in One Step,2022,AAAI,"Yu-Ming Shang, Heyan Huang, Xian-Ling Mao",MAIN TRACK
Learning Contrastive Multi-View Graphs for Recommendation (Student Abstract),2022,AAAI,"Zhangtao Cheng, Ting Zhong, Kunpeng Zhang, Joojo Walker, Fan Zhou",STUDENT ABSTRACT AND POSTER PROGRAM
Exploring Safer Behaviors for Deep Reinforcement Learning,2022,AAAI,"Enrico Marchesini, Davide Corsi, Alessandro Farinelli",MAIN TRACK
Criticality-Based Advice in Reinforcement Learning (Student Abstract),2022,AAAI,"Yitzhak Spielberg, Amos Azaria",STUDENT ABSTRACT AND POSTER PROGRAM
Fixation Maximization in the Positional Moran Process,2022,AAAI,"Joachim Brendborg, Panagiotis Karras, Andreas Pavlogiannis, Asger Ullersted Rasmussen, Josef Tkadlec",MAIN TRACK
Building Goal-Oriented Dialogue Systems with Situated Visual Context,2022,AAAI,"Sanchit Agarwal, Jan Jezabek, Arijit Biswas, Emre Barut, Bill Gao, Tagyoung Chung",DEMONSTRATIONS
Undercover Boolean Matrix Factorization with MaxSAT,2022,AAAI,"Florent Avellaneda, Roger Villemaire",MAIN TRACK
TIGGER: Scalable Generative Modelling for Temporal Interaction Graphs,2022,AAAI,"Shubham Gupta, Sahil Manchanda, Srikanta Bedathur, Sayan Ranu",MAIN TRACK
Augmentation of Chinese Character Representations with Compositional Graph Learning (Student Abstract),2022,AAAI,"Jason Wang, Kaiqun Fu, Zhiqian Chen, Chang-Tien Lu",STUDENT ABSTRACT AND POSTER PROGRAM
A Self-Supervised Mixed-Curvature Graph Neural Network,2022,AAAI,"Li Sun, Zhongbao Zhang, Junda Ye, Hao Peng, Jiawei Zhang, Sen Su, Philip S. Yu",MAIN TRACK
Adaptive Hypergraph Neural Network for Multi-Person Pose Estimation,2022,AAAI,"Xixia Xu, Qi Zou, Xue Lin",MAIN TRACK
Clustering Interval-Censored Time-Series for Disease Phenotyping,2022,AAAI,"Irene Y. Chen, Rahul G. Krishnan, David Sontag",MAIN TRACK
Learn Goal-Conditioned Policy with Intrinsic Motivation for Deep Reinforcement Learning,2022,AAAI,"Jinxin Liu, Donglin Wang, Qiangxing Tian, Zhengyu Chen",MAIN TRACK
SECRET: Self-Consistent Pseudo Label Refinement for Unsupervised Domain Adaptive Person Re-Identification,2022,AAAI,"Tao He, Leqi Shen, Yuchen Guo, Guiguang Ding, Zhenhua Guo",MAIN TRACK
FrePGAN: Robust Deepfake Detection Using Frequency-Level Perturbations,2022,AAAI,"Yonghyun Jeong, Doyeon Kim, Youngmin Ro, Jongwon Choi",MAIN TRACK
Matching Market Design with Constraints,2022,AAAI,"Haris Aziz, Peter Biro, Makoto Yokoo",SENIOR MEMBER PRESENTATION TRACK - SUMMARY
Reinforcement Learning Augmented Asymptotically Optimal Index Policy for Finite-Horizon Restless Bandits,2022,AAAI,"Guojun Xiong, Jian Li, Rahul Singh",MAIN TRACK
Hybrid Autoregressive Inference for Scalable Multi-Hop Explanation Regeneration,2022,AAAI,"Marco Valentino, Mokanarangan Thayaparan, Deborah Ferreira, André Freitas",MAIN TRACK
Algorithmic Concept-Based Explainable Reasoning,2022,AAAI,"Dobrik Georgiev, Pietro Barbiero, Dmitry Kazhdan, Petar Veličković, Pietro Lió",MAIN TRACK
Learning Temporal Point Processes for Efficient Retrieval of Continuous Time Event Sequences,2022,AAAI,"Vinayak Gupta, Srikanta Bedathur, Abir De",MAIN TRACK
Planning with Biological Neurons and Synapses,2022,AAAI,"Francesco d'Amore, Daniel Mitropolsky, Pierluigi Crescenzi, Emanuele Natale, Christos H. Papadimitriou",MAIN TRACK
DIRL: Domain-Invariant Representation Learning for Generalizable Semantic Segmentation,2022,AAAI,"Qi Xu, Liang Yao, Zhengkai Jiang, Guannan Jiang, Wenqing Chu, Wenhui Han, Wei Zhang, Chengjie Wang, Ying Tai",MAIN TRACK
Uncertainty-Aware Learning against Label Noise on Imbalanced Datasets,2022,AAAI,"Yingsong Huang, Bing Bai, Shengwei Zhao, Kun Bai, Fei Wang",MAIN TRACK
On the Impact of Spurious Correlation for Out-of-Distribution Detection,2022,AAAI,"Yifei Ming, Yin Hang, Yixuan Li",MAIN TRACK
Structure Learning-Based Task Decomposition for Reinforcement Learning In Non-Stationary Environments,2022,AAAI,"Honguk Woo, Gwangpyo Yoo, Minjong Yoo",MAIN TRACK
Exploring Entity Interactions for Few-Shot Relation Learning (Student Abstract),2022,AAAI,"Yi Liang, Shuai Zhao, Bo Cheng, Yuwei Yin, Hao Yang",STUDENT ABSTRACT AND POSTER PROGRAM - FINALIST
Deep Graph Clustering via Dual Correlation Reduction,2022,AAAI,"Yue Liu, Wenxuan Tu, Sihang Zhou, Xinwang Liu, Linxuan Song, Xihong Yang, En Zhu",MAIN TRACK
Signaling in Posted Price Auctions,2022,AAAI,"Matteo Castiglioni, Giulia Romano, Alberto Marchesi, Nicola Gatti",MAIN TRACK
Multi-Modal Answer Validation for Knowledge-Based VQA,2022,AAAI,"Jialin Wu, Jiasen Lu, Ashish Sabharwal, Roozbeh Mottaghi",MAIN TRACK
Clustering Approach to Solve Hierarchical Classification Problem Complexity,2022,AAAI,"Aomar Osmani, Massinissa Hamidi, Pegah Alizadeh",MAIN TRACK
Neural Piecewise-Constant Delay Differential Equations,2022,AAAI,"Qunxi Zhu, Yifei Shen, Dongsheng Li, Wei Lin",MAIN TRACK
Evidential Neighborhood Contrastive Learning for Universal Domain Adaptation,2022,AAAI,"Liang Chen, Yihang Lou, Jianzhong He, Tao Bai, Minghua Deng",MAIN TRACK
Improving Biomedical Information Retrieval with Neural Retrievers,2022,AAAI,"Man Luo, Arindam Mitra, Tejas Gokhale, Chitta Baral",MAIN TRACK
The Price of Justified Representation,2022,AAAI,"Edith Elkind, Piotr Faliszewski, Ayumi Igarashi, Pasin Manurangsi, Ulrike Schmidt-Kraepelin, Warut Suksompong",MAIN TRACK
Evaluating Explanations of Relational Graph Convolutional Network Link Predictions on Knowledge Graphs,2022,AAAI,Nicholas Halliwell,DOCTORAL CONSORTIUM
Towards Accurate Facial Motion Retargeting with Identity-Consistent and Expression-Exclusive Constraints,2022,AAAI,"Langyuan Mo, Haokun Li, Chaoyang Zou, Yubing Zhang, Ming Yang, Yihong Yang, Mingkui Tan",MAIN TRACK
Deepfake Network Architecture Attribution,2022,AAAI,"Tianyun Yang, Ziyao Huang, Juan Cao, Lei Li, Xirong Li",MAIN TRACK
An Unsupervised Way to Understand Artifact Generating Internal Units in Generative Neural Networks,2022,AAAI,"Haedong Jeong, Jiyeon Han, Jaesik Choi",MAIN TRACK
Cosine Model Watermarking Against Ensemble Distillation,2022,AAAI,"Laurent Charette, Lingyang Chu, Yizhou Chen, Lanjun Wang, Jian Pei, Yong Zhang",MAIN TRACK
Call for Customized Conversation: Customized Conversation Grounding Persona and Knowledge,2022,AAAI,"Yoonna Jang, Jungwoo Lim, Yuna Hur, Dongsuk Oh, Suhyune Son, Yeonsoo Lee, Donghoon Shin, Seungryong Kim, Heuiseok Lim",MAIN TRACK
Unsupervised Causal Binary Concepts Discovery with VAE for Black-Box Model Explanation,2022,AAAI,"Thien Q. Tran, Kazuto Fukuchi, Youhei Akimoto, Jun Sakuma",MAIN TRACK
Semantic Parsing in Task-Oriented Dialog with Recursive Insertion-Based Encoder,2022,AAAI,"Elman Mansimov, Yi Zhang",MAIN TRACK
Two-Price Equilibrium,2022,AAAI,"Michal Feldman, Galia Shabtai, Aner Wolfenfeld",MAIN TRACK
The Importance of Hyperparameter Optimisation for Facial Recognition Applications,2022,AAAI,Hannah M Claus,UNDERGRADUATE CONSORTIUM
Fast Approximations for Job Shop Scheduling: A Lagrangian Dual Deep Learning Method,2022,AAAI,"James Kotary, Ferdinando Fioretto, Pascal Van Hentenryck",MAIN TRACK
Improving 360 Monocular Depth Estimation via Non-Local Dense Prediction Transformer and Joint Supervised and Self-Supervised Learning,2022,AAAI,"Ilwi Yun, Hyuk-Jae Lee, Chae Eun Rhee",MAIN TRACK
Deformable Part Region Learning with Weak Supervision for Object Detection,2022,AAAI,Seung-Hwan Bae,MAIN TRACK
Text Gestalt: Stroke-Aware Scene Text Image Super-Resolution,2022,AAAI,"Jingye Chen, Haiyang Yu, Jianqi Ma, Bin Li, Xiangyang Xue",MAIN TRACK
SGD-X: A Benchmark for Robust Generalization in Schema-Guided Dialogue Systems,2022,AAAI,"Harrison Lee, Raghav Gupta, Abhinav Rastogi, Yuan Cao, Bin Zhang, Yonghui Wu",MAIN TRACK
Improving Scene Graph Classification by Exploiting Knowledge from Texts,2022,AAAI,"Sahand Sharifzadeh, Sina Moayed Baharlou, Martin Schmitt, Hinrich Schütze, Volker Tresp",MAIN TRACK
Feedback Gradient Descent: Efficient and Stable Optimization with Orthogonality for DNNs,2022,AAAI,"Fanchen Bu, Dong Eui Chang",MAIN TRACK
Synthetic Disinformation Attacks on Automated Fact Verification Systems,2022,AAAI,"Yibing Du, Antoine Bosselut, Christopher D. Manning",MAIN TRACK
Improved Maximin Guarantees for Subadditive and Fractionally Subadditive Fair Allocation Problem,2022,AAAI,"Masoud Seddighin, Saeed Seddighin",MAIN TRACK
RareGAN: Generating Samples for Rare Classes,2022,AAAI,"Zinan Lin, Hao Liang, Giulia Fanti, Vyas Sekar",MAIN TRACK
Efficient Decentralized Stochastic Gradient Descent Method for Nonconvex Finite-Sum Optimization Problems,2022,AAAI,"Wenkang Zhan, Gang Wu, Hongchang Gao",MAIN TRACK
LUNA: Localizing Unfamiliarity Near Acquaintance for Open-Set Long-Tailed Recognition,2022,AAAI,"Jiarui Cai, Yizhou Wang, Hung-Min Hsu, Jenq-Neng Hwang, Kelsey Magrane, Craig Rose",MAIN TRACK
Equivalence in Argumentation Frameworks with a Claim-Centric View – Classical Results with Novel Ingredients,2022,AAAI,"Ringo Baumann, Anna Rapberger, Markus Ulbricht",MAIN TRACK
BATUDE: Budget-Aware Neural Network Compression Based on Tucker Decomposition,2022,AAAI,"Miao Yin, Huy Phan, Xiao Zang, Siyu Liao, Bo yuan",MAIN TRACK
Parallel and High-Fidelity Text-to-Lip Generation,2022,AAAI,"Jinglin Liu, Zhiying Zhu, Yi Ren, Wencan Huang, Baoxing Huai, Nicholas Yuan, Zhou Zhao",MAIN TRACK
Linear-Time Verification of Data-Aware Dynamic Systems with Arithmetic,2022,AAAI,"Paolo Felli, Marco Montali, Sarah Winkler",MAIN TRACK
Best-Buddy GANs for Highly Detailed Image Super-Resolution,2022,AAAI,"Wenbo Li, Kun Zhou, Lu Qi, Liying Lu, Jiangbo Lu",MAIN TRACK
ProtGNN: Towards Self-Explaining Graph Neural Networks,2022,AAAI,"Zaixi Zhang, Qi Liu, Hao Wang, Chengqiang Lu, CheeKong Lee",MAIN TRACK
Understanding Enthymemes in Deductive Argumentation Using Semantic Distance Measures,2022,AAAI,Anthony Hunter,MAIN TRACK
Towards Transferable Adversarial Attacks on Vision Transformers,2022,AAAI,"Zhipeng Wei, Jingjing Chen, Micah Goldblum, Zuxuan Wu, Tom Goldstein, Yu-Gang Jiang",MAIN TRACK
Unsupervised Identification of Materials with Hyperspectral Images,2022,AAAI,Mira E Welner,UNDERGRADUATE CONSORTIUM
FedCC: Federated Learning with Consensus Confirmation for Byzantine Attack Resistance (Student Abstract),2022,AAAI,"Woocheol Kim, Hyuk Lim",STUDENT ABSTRACT AND POSTER PROGRAM
VeNAS: Versatile Negotiating Agent Strategy via Deep Reinforcement Learning (Student Abstract),2022,AAAI,"Toki Takahashi, Ryota Higa, Katsuhide Fujita, Shinji Nakadai",STUDENT ABSTRACT AND POSTER PROGRAM
RetGen: A Joint Framework for Retrieval and Grounded Text Generation Modeling,2022,AAAI,"Yizhe Zhang, Siqi Sun, Yuwei Fang, Xiang Gao, Chris Brockett, Michel Galley, Jianfeng Gao, Bill Dolan",MAIN TRACK
Safe Distillation Box,2022,AAAI,"Jingwen Ye, Yining Mao, Jie Song, Xinchao Wang, Cheng Jin, Mingli Song",MAIN TRACK
Multi-Mode Tensor Space Clustering Based on Low-Tensor-Rank Representation,2022,AAAI,"Yicong He, George K. Atia",MAIN TRACK
Equal Bits: Enforcing Equally Distributed Binary Network Weights,2022,AAAI,"Yunqiang Li, Silvia L. Pintea, Jan C. van Gemert",MAIN TRACK
What Can We Learn Even from the Weakest? Learning Sketches for Programmatic Strategies,2022,AAAI,"Leandro C. Medeiros, David S. Aleixo, Levi H. S. Lelis",MAIN TRACK
Latent Space Explanation by Intervention,2022,AAAI,"Itai Gat, Guy Lorberbom, Idan Schwartz, Tamir Hazan",MAIN TRACK
Flow-Based Unconstrained Lip to Speech Generation,2022,AAAI,"Jinzheng He, Zhou Zhao, Yi Ren, Jinglin Liu, Baoxing Huai, Nicholas Yuan",MAIN TRACK
QueryProp: Object Query Propagation for High-Performance Video Object Detection,2022,AAAI,"Fei He*, Naiyu Gao, Jian Jia, Xin Zhao, Kaiqi Huang",MAIN TRACK
Integer and Constraint Programming Revisited for Mutually Orthogonal Latin Squares (Student Abstract),2022,AAAI,"Noah Rubin, Curtis Bright, Brett Stevens, Kevin Cheung",STUDENT ABSTRACT AND POSTER PROGRAM
How to Find a Good Explanation for Clustering?,2022,AAAI,"Sayan Bandyapadhyay, Fedor Fomin, Petr Golovach, William Lochet, Nidhi Purohit, Kirill Simonov",MAIN TRACK
Learning Parameterized Task Structure for Generalization to Unseen Entities,2022,AAAI,"Anthony Liu, Sungryull Sohn, Mahdi Qazwini, Honglak Lee",MAIN TRACK
Predicting RNA Mutation Effects through Machine Learning of High-Throughput Ribozyme Experiments (Student Abstract),2022,AAAI,"Joseph Kitzhaber, Ashlyn Trapp, James Beck, Edoardo Serra, Francesca Spezzano, Eric Hayden, Jessica Roberts",STUDENT ABSTRACT AND POSTER PROGRAM
Equilibrium Learning in Auction Markets,2022,AAAI,Stefan Heidekrueger,DOCTORAL CONSORTIUM
Subjective Attributes in Conversational Recommendation Systems: Challenges and Opportunities,2022,AAAI,"Filip Radlinski, Craig Boutilier, Deepak Ramachandran, Ivan Vendrov",SENIOR MEMBER PRESENTATION TRACK - BLUE SKY
Transformer with Memory Replay,2022,AAAI,"Rui Liu, Barzan Mozafari",MAIN TRACK
DiffSinger: Singing Voice Synthesis via Shallow Diffusion Mechanism,2022,AAAI,"Jinglin Liu, Chengxi Li, Yi Ren, Feiyang Chen, Zhou Zhao",MAIN TRACK
Blocking Influence at Collective Level with Hard Constraints (Student Abstract),2022,AAAI,"Zonghan Zhang, Subhodip Biswas, Fanglan Chen, Kaiqun Fu, Taoran Ji, Chang-Tien Lu, Naren Ramakrishnan, Zhiqian Chen",STUDENT ABSTRACT AND POSTER PROGRAM
Proportional Public Decisions,2022,AAAI,"Piotr Skowron, Adrian Górecki",MAIN TRACK
Towards Fully Sparse Training: Information Restoration with Spatial Similarity,2022,AAAI,"Weixiang Xu, Xiangyu He, Ke Cheng, Peisong Wang, Jian Cheng",MAIN TRACK
Policy Learning for Robust Markov Decision Process with a Mismatched Generative Model,2022,AAAI,"Jialian Li, Tongzheng Ren, Dong Yan, Hang Su, Jun Zhu",MAIN TRACK
Attention-Based Transformation from Latent Features to Point Clouds,2022,AAAI,"Kaiyi Zhang, Ximing Yang, Yuan Wu, Cheng Jin",MAIN TRACK
CC-Cert: A Probabilistic Approach to Certify General Robustness of Neural Networks,2022,AAAI,"Mikhail Pautov, Nurislam Tursynbek, Marina Munkhoeva, Nikita Muravev, Aleksandr Petiushko, Ivan Oseledets",MAIN TRACK
Sample Average Approximation for Stochastic Optimization with Dependent Data: Performance Guarantees and Tractability,2022,AAAI,"Yafei Wang, Bo Pan, Wei Tu, Peng Liu, Bei Jiang, Chao Gao, Wei Lu, Shangling Jui, Linglong Kong",MAIN TRACK
FOCUS: Flexible Optimizable Counterfactual Explanations for Tree Ensembles,2022,AAAI,"Ana Lucic, Harrie Oosterhuis, Hinda Haned, Maarten de Rijke",MAIN TRACK
Imagine by Reasoning: A Reasoning-Based Implicit Semantic Data Augmentation for Long-Tailed Classification,2022,AAAI,"Xiaohua Chen, Yucan Zhou, Dayan Wu, Wanqian Zhang, Yu Zhou, Also with University of Chinese Academy of Sciences)Institute of Information Engineering, Chinese Academy of Sciences)Institute of Information Engineering, CAS, China)",MAIN TRACK
Personalized Public Policy Analysis In Social Sciences Using Causal-Graphical Normalizing Flows,2022,AAAI,"Sourabh Balgi, Jose M. Peña, Adel Daoud",AI FOR SOCIAL IMPACT TRACK
FedInv: Byzantine-Robust Federated Learning by Inversing Local Model Updates,2022,AAAI,"Bo Zhao, Peng Sun, Tao Wang, Keyu Jiang",MAIN TRACK
MMA: Multi-Camera Based Global Motion Averaging,2022,AAAI,"Hainan Cui, Shuhan Shen",MAIN TRACK
On Probabilistic Generalization of Backdoors in Boolean Satisfiability,2022,AAAI,"Alexander Semenov, Artem Pavlenko, Daniil Chivilikhin, Stepan Kochemazov",MAIN TRACK
An Efficient Combinatorial Optimization Model Using Learning-to-Rank Distillation,2022,AAAI,"Honguk Woo, Hyunsung Lee, Sangwoo Cho",MAIN TRACK
Tracking Down Misguiding Terms for Locating Bugs in Deep Learning-Based Software (Student Abstract),2022,AAAI,"Youngkyoung Kim, Misoo Kim, Eunseok Lee",STUDENT ABSTRACT AND POSTER PROGRAM
"KGR4: Retrieval, Retrospect, Refine and Rethink for Commonsense Generation",2022,AAAI,"Xin Liu, Dayiheng Liu, Baosong Yang, Haibo Zhang, Junwei Ding, Wenqing Yao, Weihua Luo, Haiying Zhang, Jinsong Su",MAIN TRACK
Unsupervised Representation for Semantic Segmentation by Implicit Cycle-Attention Contrastive Learning,2022,AAAI,"Bo Pang, Yizhuo Li, Yifan Zhang, Gao Peng, Jiajun Tang, Kaiwen Zha, Jiefeng Li, Cewu Lu",MAIN TRACK
PolygonE: Modeling N-Ary Relational Data as Gyro-Polygons in Hyperbolic Space,2022,AAAI,"Shiyao Yan, Zequn Zhang, Xian Sun, Guangluan Xu, Shuchao Li, Qing Liu, Nayu Liu, Shensi Wang",MAIN TRACK
Model-Based Diagnosis of Multi-Agent Systems: A Survey,2022,AAAI,"Meir Kalech, Avraham Natan",SENIOR MEMBER PRESENTATION TRACK - SUMMARY
Deep Spatial Adaptive Network for Real Image Demosaicing,2022,AAAI,"Tao Zhang, Ying Fu, cheng li",MAIN TRACK
I-SEA: Importance Sampling and Expected Alignment-Based Deep Distance Metric Learning for Time Series Analysis and Embedding,2022,AAAI,"Sirisha Rambhatla, Zhengping Che, Yan Liu",MAIN TRACK
Iteratively Selecting an Easy Reference Frame Makes Unsupervised Video Object Segmentation Easier,2022,AAAI,"Youngjo Lee, Hongje Seong, Euntai Kim",MAIN TRACK
